,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,Punta Arenas,0,CL,1565574772,68,-53.16,-70.91,30.2,9.17
1,Quang Ngai,99,VN,1565574757,60,15.12,108.8,88.72,1.59
2,Dikson,100,RU,1565574838,89,73.51,80.55,40.47,11.1
3,Rikitea,100,PF,1565574838,84,-23.12,-134.97,72.87,17.2
4,Russell,1,US,1565574839,70,38.9,-98.86,91.4,14.99
5,Lincoln,0,GB,1565574557,87,53.23,-0.54,54.0,9.17
6,Tuktoyaktuk,90,CA,1565574671,93,69.44,-133.03,44.6,24.16
7,Vaini,90,IN,1565574839,100,15.34,74.49,71.6,5.82
8,Castro,90,CL,1565574840,100,-42.48,-73.76,42.8,4.7
9,Ushuaia,40,AR,1565574840,94,-54.81,-68.31,32.0,17.22
10,Namatanai,0,PG,1565574841,74,-3.66,152.44,81.52,7.61
11,Bafoulabe,100,ML,1565574841,94,13.81,-10.83,73.77,13.69
12,Goba,95,ET,1565574841,93,7.01,39.97,47.14,0.63
13,Calmar,90,CA,1565574842,93,53.27,-113.81,57.99,9.17
14,Saint-Philippe,90,CA,1565574842,64,45.36,-73.48,73.99,3.36
15,Puerto Plata,20,DO,1565574551,74,19.79,-70.69,82.99,9.17
16,Klaksvik,0,FO,1565574606,93,62.23,-6.59,44.6,4.7
17,Yellowknife,20,CA,1565574843,63,62.45,-114.38,62.6,8.05
18,Necochea,67,AR,1565574708,81,-38.55,-58.74,46.0,4.0
19,Hilo,40,US,1565574865,58,19.71,-155.08,84.2,12.75
20,Cape Town,75,ZA,1565574866,87,-33.93,18.42,55.0,1.12
21,Kapaa,75,US,1565574781,66,22.08,-159.32,87.8,10.29
22,Bluff,0,AU,1565574591,29,-23.58,149.07,66.75,4.9
23,Conakry,100,GN,1565574885,82,9.52,-13.7,77.92,9.95
24,Hermanus,37,ZA,1565574885,96,-34.42,19.24,50.0,5.99
25,Pangkalanbuun,84,ID,1565574886,59,-2.68,111.62,87.1,4.74
26,Van Wert,40,US,1565574886,68,40.86,-84.58,79.0,3.36
27,Bulawayo,0,ZW,1565574887,44,-20.16,28.59,50.02,3.15
28,Clyde River,90,CA,1565574887,100,70.47,-68.59,41.0,13.87
29,Maroantsetra,79,MG,1565574888,98,-15.43,49.74,60.27,1.52
30,Inhambane,0,MZ,1565574888,82,-23.87,35.38,62.97,8.52
31,Torbay,90,CA,1565574888,77,47.66,-52.73,66.0,11.41
32,Jinhua,4,CN,1565574889,61,29.11,119.65,88.54,8.28
33,Mwinilunga,0,ZM,1565574889,48,-11.73,24.43,55.24,6.76
34,Port Alfred,55,ZA,1565574889,71,-33.59,26.89,57.99,5.01
35,New Norfolk,75,AU,1565574890,54,-42.78,147.06,54.0,20.8
36,Avarua,96,CK,1565574890,65,-21.21,-159.78,80.6,9.17
37,Konya,0,TR,1565574832,58,37.87,32.48,59.0,6.93
38,Boyolangu,3,ID,1565574891,54,-8.09,111.9,82.24,2.06
39,Codrington,0,AU,1565574891,36,-28.95,153.24,63.0,13.87
40,Tasiilaq,0,GL,1565574891,93,65.61,-37.64,39.2,8.05
41,Gerzel-Aul,0,RU,1565574892,77,43.25,46.4,64.4,4.47
42,Iquitos,75,PE,1565574892,88,-3.75,-73.25,77.0,3.36
43,Xining,77,CN,1565574729,42,36.62,101.77,75.99,6.15
44,Port Shepstone,100,ZA,1565574893,80,-30.74,30.45,57.57,6.85
45,Mataura,44,NZ,1565574773,67,-46.19,168.86,48.0,14.0
46,Thompson,20,CA,1565574893,48,55.74,-97.86,64.4,8.05
47,Tiksi,0,RU,1565574894,59,71.64,128.87,60.64,5.95
48,Chipinge,0,ZW,1565574894,49,-20.19,32.62,59.92,4.34
49,Verkhnetulomskiy,0,RU,1565574894,76,68.61,31.8,48.2,4.47
50,Verdun,0,FR,1565574895,87,49.16,5.39,55.99,10.29
51,Manyana,40,AU,1565574895,41,-35.26,150.51,62.01,11.41
52,Shetpe,0,KZ,1565574895,44,44.14,52.16,71.07,19.69
53,Alugan,100,PH,1565574896,50,12.22,125.48,91.95,10.09
54,Albany,20,US,1565574758,53,42.65,-73.75,71.6,6.93
55,Provideniya,90,RU,1565574603,93,64.42,-173.23,55.4,17.9
56,Nikolskoye,90,RU,1565574897,93,59.7,30.79,60.8,2.24
57,San Antero,20,CO,1565574897,79,9.38,-75.76,84.2,13.0
58,Mana,11,NG,1565574897,75,13.03,5.27,78.27,13.65
59,Hambantota,20,LK,1565574783,94,6.12,81.12,78.8,3.36
60,Parabel,50,RU,1565574898,59,58.71,81.5,62.62,3.71
61,Khandbari,0,NP,1565574898,66,27.38,87.21,68.92,4.88
62,Puerto Ayora,0,EC,1565574620,96,-0.74,-90.35,64.99,3.0
63,Kodiak,40,US,1565574899,83,39.95,-94.76,80.01,4.7
64,Hami,0,CN,1565574899,18,42.84,93.51,83.5,5.7
65,Ribeira Grande,69,PT,1565574900,82,38.52,-28.7,70.17,11.25
66,Adamas,0,GR,1565574900,71,36.73,24.43,77.55,32.39
67,Pithiviers,0,FR,1565574900,93,48.17,2.25,60.8,6.93
68,Buala,97,SB,1565574901,77,-8.15,159.59,83.32,8.93
69,Bambous Virieux,75,MU,1565574901,78,-20.34,57.76,71.6,19.46
70,Carnarvon,44,ZA,1565574901,96,-30.97,22.13,35.97,6.17
71,Guaynabo,40,PR,1565574715,78,18.37,-66.11,82.4,10.29
72,Faanui,0,PF,1565574902,81,-16.48,-151.75,79.35,12.59
73,Gat,20,SN,1565574902,83,14.69,-16.54,80.6,12.75
74,Takoradi,70,GH,1565574896,94,4.89,-1.75,70.72,4.09
75,Bethel,40,US,1565574886,82,60.79,-161.76,62.6,10.29
76,Athabasca,92,CA,1565574903,92,54.72,-113.29,55.24,5.5
77,Curup,40,ID,1565574903,52,-3.47,102.53,80.62,3.15
78,Roald,100,NO,1565574904,100,62.58,6.12,59.0,3.36
79,Karaidel,100,RU,1565574904,97,55.83,56.91,57.04,10.11
80,Las Vegas,1,US,1565574904,12,36.17,-115.15,98.6,16.11
81,Khatanga,0,RU,1565574904,36,71.98,102.47,77.02,9.78
82,Sao Filipe,0,CV,1565574835,86,14.9,-24.5,75.4,17.74
83,Qaanaaq,85,GL,1565574905,75,77.48,-69.36,40.12,1.12
84,Padang,100,ID,1565574906,79,-0.92,100.36,81.15,10.67
85,Gouyave,20,GD,1565574906,79,12.16,-61.73,84.2,13.87
86,Sitka,61,US,1565574906,47,37.17,-99.65,89.01,10.0
87,Palmer,20,AU,1565574753,71,-34.85,139.16,55.0,4.7
88,Esperance,0,AU,1565574907,87,-33.86,121.89,51.8,12.75
89,Mindyak,90,RU,1565574908,93,54.02,58.79,57.2,2.24
90,Rocha,100,UY,1565574746,93,-34.48,-54.34,45.34,4.63
91,Hanko,28,FI,1565574908,83,59.83,22.95,64.0,5.99
92,Iztapa,12,GT,1565574908,85,13.93,-90.71,78.64,3.06
93,Norman Wells,40,CA,1565574885,62,65.28,-126.83,55.4,2.24
94,Ostersund,100,SE,1565574909,93,63.18,14.64,59.0,5.82
95,Holalkere,100,IN,1565574909,85,14.04,76.18,72.34,15.97
96,Port Hardy,75,CA,1565574909,68,50.7,-127.42,64.4,5.82
97,Busselton,0,AU,1565574910,39,-33.64,115.35,63.0,21.59
98,Iqaluit,20,CA,1565574790,86,63.75,-68.52,41.0,8.05
99,Mozarlandia,16,BR,1565574889,43,-14.74,-50.57,74.5,2.77
100,Rio Grande,91,BR,1565574658,95,-32.03,-52.1,53.44,4.72
101,East London,20,ZA,1565574911,82,-33.02,27.91,49.47,5.7
102,Ostrovnoy,83,RU,1565574895,72,68.05,39.51,45.34,20.76
103,Airai,71,TL,1565574911,39,-8.93,125.41,87.1,1.43
104,Barrow,0,AR,1565574912,52,-38.31,-60.23,45.7,7.23
105,Salalah,75,OM,1565574912,94,17.01,54.1,77.0,4.7
106,Matara,23,BI,1565574913,77,-3.48,29.48,50.37,1.19
107,Kharan,74,PK,1565574913,46,28.58,65.42,88.9,5.66
108,Winnemucca,1,US,1565574618,23,40.97,-117.74,78.8,12.75
109,Narsaq,0,GL,1565574914,32,60.91,-46.05,55.4,18.34
110,Fukue,75,JP,1565574914,55,35.03,136.69,95.0,16.11
111,Luderitz,0,NA,1565574914,82,-26.65,15.16,55.4,11.41
112,Hobart,75,AU,1565574915,54,-42.88,147.33,54.0,20.8
113,Isagarh,100,IN,1565574915,84,24.84,77.89,78.64,12.93
114,Srednekolymsk,0,RU,1565574915,40,67.46,153.71,73.24,12.01
115,Waipawa,100,NZ,1565574916,84,-39.94,176.59,50.0,6.62
116,Hobyo,0,SO,1565574865,75,5.35,48.53,73.95,16.93
117,Sapernoye,57,RU,1565574916,99,60.72,29.95,59.0,4.0
118,Los Llanos de Aridane,0,ES,1565574663,64,28.66,-17.92,73.4,12.75
119,Port Elizabeth,1,US,1565574917,82,39.31,-74.98,75.2,3.91
120,Saint George,0,GR,1565574756,51,39.45,22.34,80.6,4.7
121,La Ronge,20,CA,1565574907,59,55.1,-105.3,64.4,4.7
122,Matagami,100,NG,1565574918,96,9.67,8.4,67.47,2.19
123,Cidreira,95,BR,1565574814,93,-30.17,-50.22,58.84,3.83
124,Ancud,90,CL,1565574918,100,-41.87,-73.83,42.8,4.7
125,Marsa Matruh,0,EG,1565574681,70,31.35,27.25,79.35,5.41
126,Genhe,0,CN,1565574919,42,50.78,121.52,76.84,2.26
127,Arraial do Cabo,0,BR,1565574792,90,-22.97,-42.02,70.17,5.08
128,Labuhan,2,ID,1565574920,45,-2.54,115.51,92.5,2.62
129,Tuatapere,91,NZ,1565574920,67,-46.13,167.69,48.0,14.0
130,Hithadhoo,100,MV,1565574921,77,-0.6,73.08,83.67,15.9
131,Boende,13,CD,1565574921,93,-0.28,20.88,71.25,2.53
132,Florianopolis,75,BR,1565574922,77,-27.6,-48.55,66.2,13.87
133,Aktau,0,KZ,1565574922,88,43.65,51.16,64.4,6.71
134,Namibe,3,AO,1565574922,83,-15.19,12.15,62.97,5.37
135,Broken Hill,0,AU,1565574922,66,-31.97,141.45,48.2,8.05
136,Dong Hoi,64,VN,1565574923,62,17.48,106.6,86.92,9.53
137,Tsabong,0,BW,1565574923,12,-26.02,22.4,48.75,10.54
138,Kununurra,28,AU,1565574924,13,-15.77,128.74,78.8,17.22
139,Yeppoon,0,AU,1565574924,22,-23.13,150.74,68.0,12.75
140,Mahebourg,75,MU,1565574925,78,-20.41,57.7,71.6,19.46
141,Mogadishu,61,SO,1565574832,80,2.04,45.34,74.32,11.92
142,Smoljan,0,ME,1565574925,75,43.09,19.23,61.9,3.96
143,Taltal,0,CL,1565574815,60,-25.41,-70.49,53.25,3.33
144,Butaritari,100,KI,1565574926,75,3.07,172.79,82.24,9.1
145,Dullewala,72,PK,1565574926,45,31.84,71.44,95.55,3.18
146,Gemena,100,CD,1565574926,97,3.25,19.78,69.82,1.34
147,Kaoma,57,ZM,1565574927,67,-14.8,24.8,52.9,6.62
148,Talcahuano,90,CL,1565574927,87,-36.72,-73.12,50.0,2.24
149,Samarai,100,PG,1565574927,95,-10.62,150.67,73.24,7.07
150,Marsh Harbour,85,BS,1565574928,73,26.54,-77.06,85.47,13.15
151,Joao Camara,20,BR,1565574928,94,-5.54,-35.82,71.6,3.36
152,Talnakh,75,RU,1565574809,100,69.49,88.39,53.6,8.95
153,Valparaiso,75,US,1565574709,69,41.47,-87.06,79.0,3.36
154,Ulaanbaatar,75,MN,1565574844,87,47.92,106.92,57.2,11.18
155,Caravelas,0,BR,1565574929,87,-17.73,-39.27,71.44,6.44
156,Pokhara,100,NP,1565574930,67,28.21,83.99,67.12,2.84
157,Cherskiy,36,RU,1565574930,54,68.75,161.3,60.1,14.43
158,Ayna,0,ES,1565574930,32,38.55,-2.07,68.0,8.05
159,Tevriz,57,RU,1565574930,74,57.51,72.4,67.47,6.69
160,Lillooet,90,CA,1565574745,60,50.69,-121.94,68.0,11.41
161,Chernyshevskiy,11,RU,1565574931,43,63.01,112.47,70.9,11.7
162,Pisco,40,PE,1565574794,82,-13.71,-76.2,60.8,6.93
163,Tucuman,0,PE,1565574932,45,-17.17,-70.89,46.05,1.01
164,Qidong,0,CN,1565574932,59,31.81,121.66,89.01,10.0
165,Bukachacha,31,RU,1565574933,50,52.99,116.91,73.42,13.62
166,Lasa,0,CY,1565574933,78,34.92,32.53,75.2,1.12
167,Haines Junction,100,CA,1565574933,50,60.75,-137.51,61.0,3.49
168,Prince Rupert,90,CA,1565574934,82,54.32,-130.32,62.6,2.24
169,Hasaki,75,JP,1565574934,88,35.73,140.83,90.0,4.7
170,Virginia Beach,1,US,1565574684,94,36.85,-75.98,79.0,7.7
171,Jamestown,49,AU,1565574935,58,-33.21,138.6,50.92,6.29
172,Kudahuvadhoo,100,MV,1565574935,74,2.67,72.89,83.14,8.81
173,Chuy,39,UY,1565574936,93,-33.69,-53.46,49.84,7.18
174,Baoying,100,CN,1565574936,99,33.24,119.31,82.99,8.01
175,Batsfjord,100,NO,1565574936,95,70.63,29.72,48.57,16.04
176,Hamilton,20,CA,1565574843,77,43.26,-79.87,75.2,6.93
177,Narasannapeta,100,IN,1565574937,92,18.42,84.04,77.55,6.04
178,Kinel-Cherkassy,100,RU,1565574937,90,53.47,51.47,53.25,15.23
179,Reus,94,ES,1565574938,100,41.16,1.11,73.0,4.7
180,Kavaratti,37,IN,1565574938,77,10.57,72.64,82.77,18.21
181,Saskylakh,0,RU,1565574773,39,71.97,114.09,73.42,10.51
182,Durango,40,MX,1565574928,24,24.02,-104.67,80.6,3.36
183,Shingu,40,JP,1565574939,70,33.72,135.99,87.8,4.7
184,Bandarbeyla,12,SO,1565574939,62,9.49,50.81,75.57,31.36
185,Aden,32,YE,1565574940,64,12.79,45.03,88.17,9.35
186,Alofi,0,NU,1565574940,78,-19.06,-169.92,80.6,11.41
187,Kavieng,62,PG,1565574940,70,-2.57,150.8,81.7,3.94
188,Klyuchi,0,RU,1565574941,34,52.25,79.17,76.12,9.51
189,Iquique,90,CL,1565574941,76,-20.22,-70.14,57.2,9.17
190,Coquimbo,0,CL,1565574788,76,-29.95,-71.34,51.8,6.93
191,Makushino,98,RU,1565574941,60,55.21,67.25,69.82,12.26
192,Sisophon,92,KH,1565574942,89,13.59,102.97,79.35,2.91
193,Saldanha,0,PT,1565574877,89,41.42,-6.55,50.55,2.24
194,Atuona,18,PF,1565574942,79,-9.8,-139.03,79.72,23.2
195,Bredasdorp,6,ZA,1565574943,76,-34.53,20.04,51.8,9.17
196,Alice Springs,0,AU,1565574696,47,-23.7,133.88,59.0,12.75
197,Lata,18,IN,1565574943,77,30.78,78.62,51.27,4.07
198,El Retorno,91,CO,1565574944,98,2.33,-72.63,70.35,2.71
199,Raudeberg,100,NO,1565574944,87,61.99,5.14,57.2,19.46
200,Griffin,1,US,1565574944,74,33.25,-84.26,87.8,3.56
201,Half Moon Bay,5,US,1565574945,33,37.46,-122.43,82.4,14.99
202,Santa Vitoria do Palmar,50,BR,1565574945,92,-33.52,-53.37,51.45,3.91
203,Paranaiba,0,BR,1565574945,41,-19.68,-51.19,73.6,1.79
204,Cam Ranh,0,VN,1565574946,55,11.92,109.15,91.4,16.11
205,Papayal,0,EC,1565574946,33,-3.57,-80.23,89.6,5.82
206,Wakema,100,MM,1565574946,78,16.6,95.18,83.14,12.86
207,Bukama,0,CD,1565574947,42,-9.2,25.85,65.32,2.33
208,Port Blair,83,IN,1565574671,81,11.67,92.75,82.6,22.12
209,Deutsch-Wagram,0,AT,1565574948,68,48.3,16.56,72.0,5.82
210,Huron,75,US,1565574948,83,44.36,-98.21,77.0,5.82
211,Chapais,40,CA,1565574876,93,49.78,-74.86,55.4,2.24
212,Yumaguzino,100,RU,1565574949,94,52.9,56.39,56.67,11.07
213,Pevek,9,RU,1565574949,93,69.7,170.27,36.7,27.96
214,Saint-Joseph,75,FR,1565574949,88,43.56,6.97,77.0,3.36
215,Hofn,100,IS,1565574949,78,64.25,-15.21,32.74,21.97
216,Borogontsy,54,RU,1565574950,48,62.67,131.17,70.35,3.94
217,Manosque,0,FR,1565574950,68,43.83,5.78,73.4,8.05
218,La Union,26,GT,1565574951,97,14.97,-89.29,69.82,3.42
219,Mandal,100,MN,1565574951,87,48.82,106.5,50.02,7.45
220,Claresholm,75,CA,1565574952,63,50.02,-113.58,66.99,18.34
221,Lebu,100,ET,1565574668,97,8.96,38.73,55.05,1.03
222,Tessalit,13,ML,1565574952,28,20.2,1.01,92.32,13.53
223,Guatire,20,VE,1565574953,74,10.47,-66.54,82.4,5.82
224,Leshukonskoye,45,RU,1565574953,77,64.9,45.76,39.4,2.28
225,Westport,1,US,1565574664,56,41.14,-73.36,73.99,3.36
226,Avera,1,US,1565574861,83,33.19,-82.53,84.0,5.14
227,Havoysund,75,NO,1565574954,93,71.0,24.66,53.6,8.05
228,Basco,90,US,1565574954,88,40.33,-91.2,80.6,3.49
229,Manta,0,RO,1565574955,67,45.1,24.1,67.3,2.66
230,Biak,100,ID,1565574955,85,-0.91,122.88,69.64,5.26
231,Portales,20,US,1565574956,77,34.19,-103.33,71.6,18.34
232,Nueva Valencia,37,PH,1565574956,79,10.51,122.53,83.67,15.39
233,Margate,75,AU,1565574956,54,-43.03,147.26,54.0,20.8
234,Fort Nelson,40,CA,1565574957,27,58.81,-122.69,73.4,3.36
235,Seoul,90,KR,1565574781,94,37.57,126.98,78.8,11.41
236,Laguna,40,BZ,1565574957,88,16.17,-88.94,82.4,3.78
237,Ust-Nera,64,RU,1565574958,37,64.57,143.24,65.32,4.23
238,Tashla,75,RU,1565574958,93,53.71,49.75,53.6,17.9
239,Porto Novo,0,BR,1565574958,88,-23.68,-45.44,64.4,3.36
240,Yarmouth,90,CA,1565574795,82,43.84,-66.12,63.0,14.99
241,Ternova,0,UA,1565574959,77,50.18,36.68,64.4,4.47
242,Cabo San Lucas,20,MX,1565574709,62,22.89,-109.91,84.2,6.93
243,Timmins,40,CA,1565574696,100,48.48,-81.33,60.8,3.36
244,Thanh Hoa,40,VN,1565574960,89,10.21,106.33,84.2,12.75
245,Maceio,40,BR,1565574960,83,-9.67,-35.74,73.4,2.24
246,Lakes Entrance,31,AU,1565574960,76,-37.88,147.99,54.0,13.53
247,San Patricio,34,PY,1565574826,86,-26.98,-56.83,61.72,4.68
248,Flinders,40,AU,1565574961,41,-34.58,150.85,62.01,11.41
249,Acajutla,0,SV,1565574961,76,13.59,-89.83,85.3,5.06
250,Evensk,100,RU,1565574871,65,61.92,159.24,59.02,8.12
251,Burns Lake,85,CA,1565574962,89,54.23,-125.76,57.4,3.06
252,Bereda,40,ES,1565574962,93,43.27,-7.54,57.99,3.36
253,Solano,78,CO,1565574963,89,0.7,-75.25,71.44,1.16
254,Mayumba,0,GA,1565574963,84,-3.44,10.65,71.07,8.86
255,Komsomolskiy,100,RU,1565574964,75,67.55,63.78,39.57,12.53
256,Santa Rosalia,0,IT,1565574964,88,38.07,13.27,84.0,1.12
257,Caapucu,62,PY,1565574964,82,-26.22,-57.2,63.87,7.0
258,Huejucar,95,MX,1565574965,86,22.35,-103.22,63.15,4.52
259,Maniitsoq,12,GL,1565574965,91,65.42,-52.9,41.92,8.46
260,Muros,20,ES,1565574965,100,42.77,-9.06,60.01,1.12
261,Todorovo,0,BA,1565574966,95,45.08,15.93,63.0,1.01
262,Nemuro,75,JP,1565574966,82,43.32,145.57,64.4,10.29
263,Gayeri,0,BF,1565574966,80,12.65,0.49,76.65,10.78
264,Mount Darwin,0,ZW,1565574967,73,-16.77,31.58,48.75,3.29
265,Pacific Grove,1,US,1565574854,53,36.62,-121.92,80.6,12.75
266,Aasiaat,78,GL,1565574967,62,68.71,-52.87,45.34,20.98
267,Hualmay,88,PE,1565574968,87,-11.1,-77.61,58.84,18.25
268,Mehamn,100,NO,1565574968,96,71.03,27.85,49.47,3.58
269,Sao Joao da Barra,56,BR,1565574968,96,-21.64,-41.05,68.74,3.49
270,Takhatgarh,72,IN,1565574969,77,25.32,73.0,81.15,10.27
271,Espinosa,0,BR,1565574969,70,-14.92,-42.81,64.24,8.5
272,Sao Gabriel da Cachoeira,60,BR,1565574969,87,-0.13,-67.09,74.67,1.5
273,Wajid,33,SO,1565574970,79,3.81,43.25,70.17,14.76
274,Conde,100,BR,1565574970,97,-11.81,-37.61,68.92,4.12
275,Leirvik,100,NO,1565574970,93,59.78,5.5,60.01,5.82
276,Pati,0,BR,1565574971,46,-21.2,-48.0,73.4,4.7
277,El Cope,40,PA,1565574971,83,8.69,-82.32,82.4,9.17
278,Bereznik,7,RU,1565574971,80,62.86,42.71,40.12,1.92
279,Saint-Georges,92,CA,1565574734,81,46.12,-70.67,66.0,3.0
280,Moose Factory,90,CA,1565574972,55,51.26,-80.61,66.2,5.82
281,Walvis Bay,0,NA,1565574973,87,-22.95,14.51,57.2,8.05
282,Noumea,90,NC,1565574973,73,-22.28,166.46,69.8,8.05
283,Griffith,90,AU,1565574973,81,-34.29,146.06,50.0,5.82
